chunk_id,chunk,question
11,"10 février 2025 Chapitre IV : Des obligations du vendeur Section 1 : Dispositions générales. Article 1602 Le vendeur est tenu d'expliquer clairement ce à quoi il s'oblige. Tout pacte obscur ou ambigu s'interprète contre le vendeur. Article 1603 Il a deux obligations principales, celle de délivrer et celle de garantir la chose qu'il vend. Section 2 : De la délivrance. Article 1604 La délivrance est le transport de la chose vendue en la puissance et possession de l'acheteur. Article 1605 L'obligation de délivrer les immeubles est remplie de la part du vendeur lorsqu'il a remis les clefs, s'il s'agit d'un bâtiment, ou lorsqu'il a remis les titres de propriété. Article 1606 La délivrance des effets mobiliers s'opère : Ou par la remise de la chose, Ou par la remise des clefs des bâtiments qui les contiennent, Ou même par le seul consentement des parties, si le transport ne peut pas s'en faire au moment de la vente, ou si l'acheteur les avait déjà en son pouvoir à un autre titre. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 1607 La tradition des droits incorporels se fait, ou par la remise des titres, ou par l'usage que l'acquéreur en fait du consentement du vendeur. Article 1608 Les frais de la délivrance sont à la charge du vendeur, et ceux de l'enlèvement à la charge de l'acheteur, s'il n'y a eu stipulation contraire. Article 1609 La délivrance doit se faire au lieu où était, au temps de la vente, la chose qui en a fait l'objet, s'il n'en a été autrement convenu. Article 1610 Si le vendeur manque à faire la délivrance dans le temps convenu entre les parties, l'acquéreur pourra, à son choix, demander la résolution de la vente, ou sa mise en possession, si le retard ne vient que du fait du vendeur. Article 1611 Dans tous les cas, le vendeur doit être condamné aux dommages et intérêts, s'il résulte un préjudice pour l'acquéreur, du défaut de délivrance au terme convenu. Article 1612 Le vendeur n'est pas tenu de délivrer la chose, si l'acheteur n'en paye pas le prix, et que le vendeur ne lui ait pas accordé un délai pour le paiement. Article 1613 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Il ne sera pas non plus obligé à la délivrance, quand même il aurait accordé un délai pour le paiement, si, depuis la vente, l'acheteur est tombé en faillite ou en état de déconfiture, en sorte que le vendeur se trouve en danger imminent de perdre le prix ; à moins que l'acheteur ne lui donne caution de payer au terme. Article 1614 La chose doit être délivrée en l'état où elle se trouve au moment de la vente. Depuis ce jour, tous les fruits appartiennent à l'acquéreur. Article 1615 L'obligation de délivrer la chose comprend ses accessoires et tout ce qui a été destiné à son usage perpétuel.","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quelles sont les deux obligations principales du vendeur selon l'article 1603 du Code civil ?**"
12,"la loi admet la preuve par tout moyen. Section 4 : L'aveu Article 1383 L'aveu est la déclaration par laquelle une personne reconnaît pour vrai un fait de nature à produire contre elle des conséquences juridiques. Il peut être judiciaire ou extrajudiciaire. Article 1383-1 L'aveu extrajudiciaire purement verbal n'est reçu que dans les cas où la loi permet la preuve par tout moyen. Sa valeur probante est laissée à l'appréciation du juge. Article 1383-2 L'aveu judiciaire est la déclaration que fait en justice la partie ou son représentant spécialement mandaté. Il fait foi contre celui qui l'a fait. Il ne peut être divisé contre son auteur. Il est irrévocable, sauf en cas d'erreur de fait. Section 5 : Le serment Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 1384 Le serment peut être déféré, à titre décisoire, par une partie à l'autre pour en faire dépendre le jugement de la cause. Il peut aussi être déféré d'office par le juge à l'une des parties. Sous-section 1 : Le serment décisoire Article 1385 Le serment décisoire peut être déféré sur quelque espèce de contestation que ce soit et en tout état de cause. Article 1385-1 Il ne peut être déféré que sur un fait personnel à la partie à laquelle on le défère. Il peut être référé par celle-ci, à moins que le fait qui en est l'objet ne lui soit purement personnel. Article 1385-2 Celui à qui le serment est déféré et qui le refuse ou ne veut pas le référer, ou celui à qui il a été référé et qui le refuse, succombe dans sa prétention. Article 1385-3 La partie qui a déféré ou référé le serment ne peut plus se rétracter lorsque l'autre partie a déclaré qu'elle est prête à faire ce serment. Lorsque le serment déféré ou référé a été fait, l'autre partie n'est pas admise à en prouver la fausseté. Article 1385-4 Le serment ne fait preuve qu'au profit de celui qui l'a déféré et de ses héritiers et ayants cause, ou contre eux. Le serment déféré par l'un des créanciers solidaires au débiteur ne libère celui-ci que pour la part de ce créancier. Le serment déféré au débiteur principal libère également les cautions. Celui déféré à l'un des débiteurs solidaires profite aux codébiteurs. Celui déféré à la caution profite au débiteur principal. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Dans ces deux derniers cas, le serment du codébiteur solidaire ou de la caution ne profite aux autres codébiteurs ou au débiteur principal que lorsqu'il a été déféré sur la dette, et non sur le fait de la solidarité ou du cautionnement. Sous-section 2 : Le serment déféré d'office Article 1386 Le juge peut d'office déférer le serment à l'une des parties. Ce serment ne peut être référé à l'autre partie. Sa valeur probante est laissée à l'appréciation du juge. Article 1386-1 Le juge ne peut déférer d'office","Voici une question factuelle dont la réponse se trouve dans le contexte fourni :

**Quelle est la particularité de la valeur probante d'un aveu extrajudiciaire purement verbal ?**"
13,"ruisseaux et les poissons des piscicultures et enclos piscicoles. Article 2502 Pour l'application de l'article 564, les mots : "" ou plan d'eau visé aux articles 432 et 433 du code rural "" sont remplacés par les mots : "" pisciculture ou enclos piscicoles "". Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Livre V : Dispositions applicables à Mayotte Titre III : Dispositions relatives au livre III Article 2503 Les articles 711 à 832-2, 832-4 à 2279 sont applicables à Mayotte sous réserve des adaptations figurant aux articles 2504 à 2508. Les dispositions intéressant les immeubles ne s'appliquent que sous réserve des dispositions du titre IV du présent livre. Article 2505 Pour l'application à Mayotte du premier alinéa de l'article 833, les références : "" 831 à 832-4 "" sont remplacées par les références : "" 831 à 832-1, 832-3 et 832-4 "". Pour l'application du deuxième alinéa de l'article 833, les mots : "" de l'article 832 "" sont remplacés par les mots : "" des articles 832 et 832-2 "". Article 2507 Pour l'application à Mayotte de l'article 1873-13, les mots : "" 831 à 832-1, 832-3 et 832-4 "" sont remplacés par les mots : "" 832 à 832-2 "". Article 2508 Les dispositions du titre XIX du livre III et du titre II du livre IV sont applicables à Mayotte sous réserve des dispositions du titre IV du présent livre et des dispositions suivantes : 1° Le 4° de l'article 2331 est applicable à Mayotte dans les conditions suivantes : a) (Abrogé) b) Le troisième alinéa n'est pas applicable ; c) Le quatrième alinéa est remplacé par les dispositions suivantes : "" La créance du conjoint survivant du chef d'une entreprise artisanale ou commerciale qui justifie par tous moyens avoir participé directement et effectivement à l'activité de l'entreprise pendant au moins dix années, sans recevoir de salaire ni être associé aux bénéfices et aux pertes de l'entreprise. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 "" Les droits de créance précités sont d'un montant égal à trois fois le salaire minimum interprofessionnel de croissance annuel en vigueur au jour du décès dans la limite de 25 % de l'actif successoral et, le cas échéant, le montant des droits propres du conjoint survivant dans les opérations de partage successoral et de liquidation du régime matrimonial est diminué de celui de cette créance. Pour la liquidation des droits de succession, cette créance s'ajoute à la part du conjoint survivant ; "" ; d) Le cinquième alinéa est remplacé par les dispositions suivantes : "" Les rémunérations pour les six derniers mois des salariés et apprentis ; "" ; e) (Abrogé) f) (Abrogé) g) (Abrogé) h) (Abrogé) 2° A l'article 2332, le 9° n'est pas applicable ; 3° A l'article 2377, les mots : "" par une inscription au fichier immobilier, de la manière déterminée par les articles suivants et par les","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quelle est la date de dernière modification du Code civil mentionnée dans le document ?**"
14,"validité est subordonnée à des formes déterminées par la loi. Le contrat est réel lorsque sa formation est subordonnée à la remise d'une chose. Article 1110 Le contrat de gré à gré est celui dont les stipulations sont négociables entre les parties. Le contrat d'adhésion est celui qui comporte un ensemble de clauses non négociables, déterminées à l'avance par l'une des parties. Article 1111 Le contrat cadre est un accord par lequel les parties conviennent des caractéristiques générales de leurs relations contractuelles futures. Des contrats d'application en précisent les modalités d'exécution. Article 1111-1 Le contrat à exécution instantanée est celui dont les obligations peuvent s'exécuter en une prestation unique. Le contrat à exécution successive est celui dont les obligations d'au moins une partie s'exécutent en plusieurs prestations échelonnées dans le temps. Chapitre II : La formation du contrat Section 1 : La conclusion du contrat Sous-section 1 : Les négociations Article 1112 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 L'initiative, le déroulement et la rupture des négociations précontractuelles sont libres. Ils doivent impérativement satisfaire aux exigences de la bonne foi. En cas de faute commise dans les négociations, la réparation du préjudice qui en résulte ne peut avoir pour objet de compenser ni la perte des avantages attendus du contrat non conclu, ni la perte de chance d'obtenir ces avantages. Article 1112-1 Celle des parties qui connaît une information dont l'importance est déterminante pour le consentement de l'autre doit l'en informer dès lors que, légitimement, cette dernière ignore cette information ou fait confiance à son cocontractant. Néanmoins, ce devoir d'information ne porte pas sur l'estimation de la valeur de la prestation. Ont une importance déterminante les informations qui ont un lien direct et nécessaire avec le contenu du contrat ou la qualité des parties. Il incombe à celui qui prétend qu'une information lui était due de prouver que l'autre partie la lui devait, à charge pour cette autre partie de prouver qu'elle l'a fournie. Les parties ne peuvent ni limiter, ni exclure ce devoir. Outre la responsabilité de celui qui en était tenu, le manquement à ce devoir d'information peut entraîner l'annulation du contrat dans les conditions prévues aux articles 1130 et suivants. Article 1112-2 Celui qui utilise ou divulgue sans autorisation une information confidentielle obtenue à l'occasion des négociations engage sa responsabilité dans les conditions du droit commun. Sous-section 2 : L'offre et l'acceptation Article 1113 Le contrat est formé par la rencontre d'une offre et d'une acceptation par lesquelles les parties manifestent leur volonté de s'engager. Cette volonté peut résulter d'une déclaration ou d'un comportement non équivoque de son auteur. Article 1114 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 L'offre, faite à personne déterminée ou indéterminée, comprend les éléments essentiels du contrat envisagé et exprime la volonté de son auteur d'être lié en cas d'acceptation. A défaut, il y a seulement invitation à entrer en négociation. Article 1115 Elle peut","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Selon l'article 1110 du Code civil, qu'est-ce qui caractérise un contrat d'adhésion ?**"
15,"auxquels l'inexécution est imputable. Paragraphe 2 : L'obligation à prestation indivisible Article 1320 Chacun des créanciers d'une obligation à prestation indivisible, par nature ou par contrat, peut en exiger et en recevoir le paiement intégral, sauf à rendre compte aux autres ; mais il ne peut seul disposer de la créance ni recevoir le prix au lieu de la chose. Chacun des débiteurs d'une telle obligation en est tenu pour le tout ; mais il a ses recours en contribution contre les autres. Il en va de même pour chacun des successeurs de ces créanciers et débiteurs. Chapitre II : Les opérations sur obligations Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Section 1 : La cession de créance Article 1321 La cession de créance est un contrat par lequel le créancier cédant transmet, à titre onéreux ou gratuit, tout ou partie de sa créance contre le débiteur cédé à un tiers appelé le cessionnaire. Elle peut porter sur une ou plusieurs créances présentes ou futures, déterminées ou déterminables. Elle s'étend aux accessoires de la créance. Le consentement du débiteur n'est pas requis, à moins que la créance ait été stipulée incessible. Article 1322 La cession de créance doit être constatée par écrit, à peine de nullité. Article 1323 Entre les parties, le transfert de la créance, présente ou future, s'opère à la date de l'acte. Il est opposable aux tiers dès ce moment. En cas de contestation, la preuve de la date de la cession incombe au cessionnaire, qui peut la rapporter par tout moyen. Article 1324 La cession n'est opposable au débiteur, s'il n'y a déjà consenti, que si elle lui a été notifiée ou s'il en a pris acte. Le débiteur peut opposer au cessionnaire les exceptions inhérentes à la dette, telles que la nullité, l'exception d'inexécution, la résolution ou la compensation des dettes connexes. Il peut également opposer les exceptions nées de ses rapports avec le cédant avant que la cession lui soit devenue opposable, telles que l'octroi d'un terme, la remise de dette ou la compensation de dettes non connexes. Le cédant et le cessionnaire sont solidairement tenus de tous les frais supplémentaires occasionnés par la cession dont le débiteur n'a pas à faire l'avance. Sauf clause contraire, la charge de ces frais incombe au cessionnaire. Article 1325 Le concours entre cessionnaires successifs d'une créance se résout en faveur du premier en date ; il dispose d'un recours contre celui auquel le débiteur aurait fait un paiement. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 1326 Celui qui cède une créance à titre onéreux garantit l'existence de la créance et de ses accessoires, à moins que le cessionnaire l'ait acquise à ses risques et périls ou qu'il ait connu le caractère incertain de la créance. Il ne répond de la solvabilité du débiteur que lorsqu'il s'y est engagé, et jusqu'à concurrence du prix qu'il a pu retirer de","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quelle est la conséquence d'une cession de créance si le débiteur n'y a pas consenti et qu'elle ne lui a pas été notifiée ou qu'il n'en a pas pris acte ?**"
16,"cette jouissance ne commencera que du jour de la demande formée en justice, ou du jour que la délivrance aurait été volontairement consentie. Article 1006 Lorsqu'au décès du testateur il n'y aura pas d'héritiers auxquels une quotité de ses biens soit réservée par la loi, le légataire universel sera saisi de plein droit par la mort du testateur, sans être tenu de demander la délivrance. Article 1007 Tout testament olographe ou mystique sera, avant d'être mis à exécution, déposé entre les mains d'un notaire. Le testament sera ouvert s'il est cacheté. Le notaire dressera sur-le-champ procès-verbal de l'ouverture et de l'état du testament, en précisant les circonstances du dépôt. Dans le cas prévu à l'article 1006, le notaire Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 vérifiera les conditions de la saisine du légataire au regard du caractère universel de sa vocation et de l'absence d'héritiers réservataires. Il portera mention de ces vérifications sur le procès-verbal. Le testament ainsi que le procès-verbal seront conservés au rang des minutes du dépositaire. Dans le mois qui suivra la date du procès-verbal, le notaire adressera une expédition de celui-ci et une copie figurée du testament au greffier du tribunal judiciaire du lieu d'ouverture de la succession, qui lui accusera réception de ces documents et les conservera au rang de ses minutes. Dans le mois suivant cette réception, tout intéressé pourra s'opposer à l'exercice de ses droits par le légataire universel saisi de plein droit en vertu du même article 1006. En cas d'opposition, ce légataire se fera envoyer en possession. Les modalités d'application du présent alinéa sont déterminées par décret en Conseil d'Etat. Article 1009 Le légataire universel, qui sera en concours avec un héritier auquel la loi réserve une quotité des biens, sera tenu des dettes et charges de la succession du testateur, personnellement pour sa part et portion et hypothécairement pour le tout ; et il sera tenu d'acquitter tous les legs, sauf le cas de réduction, ainsi qu'il est expliqué aux articles 926 et 927. Section 5 : Du legs à titre universel. Article 1010 Le legs à titre universel est celui par lequel le testateur lègue une quote-part des biens dont la loi lui permet de disposer, telle qu'une moitié, un tiers, ou tous ses immeubles, ou tout son mobilier, ou une quotité fixe de tous ses immeubles ou de tout son mobilier. Tout autre legs ne forme qu'une disposition à titre particulier. Article 1011 Les légataires à titre universel seront tenus de demander la délivrance aux héritiers auxquels une quotité des biens est réservée par la loi ; à leur défaut, aux légataires universels et, à défaut de ceux-ci, aux héritiers appelés dans l'ordre établi au titre "" Des successions "". Article 1012 Le légataire à titre universel sera tenu, comme le légataire universel, des dettes et charges de la succession du testateur, personnellement pour sa part et portion, et hypothécairement pour le tout. Code civil - Dernière modification le",Quelle est la date de dernière modification mentionnée pour le Code civil dans le contexte fourni ?
17,"du mariage, s'il ne représente un acte de célébration inscrit sur le registre de l'état civil ; sauf les cas prévus par l'article 46, au titre Des actes de l'état civil. Article 195 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 La possession d'état ne pourra dispenser les prétendus époux qui l'invoqueront respectivement, de représenter l'acte de célébration du mariage devant l'officier de l'état civil. Article 196 Lorsqu'il y a possession d'état, et que l'acte de célébration du mariage devant l'officier de l'état civil est représenté, les époux sont respectivement non recevables à demander la nullité de cet acte. Article 197 Si néanmoins, dans le cas des articles 194 et 195, il existe des enfants issus de deux individus qui ont vécu publiquement comme mari et femme, et qui soient tous deux décédés, la légitimité des enfants ne peut être contestée sous le seul prétexte du défaut de représentation de l'acte de célébration, toutes les fois que cette légitimité est prouvée par une possession d'état qui n'est point contredite par l'acte de naissance. Article 198 Lorsque la preuve d'une célébration légale du mariage se trouve acquise par le résultat d'une procédure criminelle, l'inscription du jugement sur les registres de l'état civil assure au mariage, à compter du jour de sa célébration, tous les effets civils, tant à l'égard des époux qu'à l'égard des enfants issus de ce mariage. Article 199 Si les époux ou l'un d'eux sont décédés sans avoir découvert la fraude, l'action criminelle peut être intentée par tous ceux qui ont intérêt de faire déclarer le mariage valable, et par le procureur de la République. Article 200 Si l'officier public est décédé lors de la découverte de la fraude, l'action sera dirigée au civil contre ses héritiers, par le procureur de la République, en présence des parties intéressées, et sur leur dénonciation. Article 201 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Le mariage qui a été déclaré nul produit, néanmoins, ses effets à l'égard des époux, lorsqu'il a été contracté de bonne foi. Si la bonne foi n'existe que de la part de l'un des époux, le mariage ne produit ses effets qu'en faveur de cet époux. Article 202 Il produit aussi ses effets à l'égard des enfants, quand bien même aucun des époux n'aurait été de bonne foi. Le juge statue sur les modalités de l'exercice de l'autorité parentale comme en matière de divorce. Chapitre IV bis : Des règles de conflit de lois Article 202-1 Les qualités et conditions requises pour pouvoir contracter mariage sont régies, pour chacun des époux, par sa loi personnelle. Quelle que soit la loi personnelle applicable, le mariage requiert le consentement des époux, au sens de l'article 146 et du premier alinéa de l'article 180. Deux personnes de même sexe peuvent contracter mariage lorsque, pour au moins l'une d'elles, soit sa loi personnelle, soit la loi de l'Etat sur le territoire duquel elle a","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quelle est la loi qui régit les qualités et conditions requises pour pouvoir contracter mariage pour chacun des époux ?**"
18,"ou donation et qui se retrouvent en nature dans la succession sont, en l'absence de descendants, dévolus pour moitié aux frères et soeurs du défunt ou à leurs descendants, eux-mêmes descendants du ou des parents prédécédés à l'origine de la transmission. Article 758 Lorsque le conjoint survivant recueille la totalité ou les trois quarts des biens, les ascendants du défunt, autres que les père et mère, qui sont dans le besoin bénéficient d'une créance d'aliments contre la succession du prédécédé. Le délai pour la réclamer est d'un an à partir du décès ou du moment à partir duquel les héritiers cessent d'acquitter les prestations qu'ils fournissaient auparavant aux ascendants. Le délai se prolonge, en cas d'indivision, jusqu'à l'achèvement du partage. La pension est prélevée sur la succession. Elle est supportée par tous les héritiers et, en cas d'insuffisance, par tous les légataires particuliers, proportionnellement à leur émolument. Toutefois, si le défunt a expressément déclaré que tel legs sera acquitté de préférence aux autres, il sera fait application de l'article 927. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 758-1 Lorsque le conjoint a le choix de la propriété ou de l'usufruit, ses droits sont incessibles tant qu'il n'a pas exercé son option. Article 758-2 L'option du conjoint entre l'usufruit et la propriété se prouve par tout moyen. Article 758-3 Tout héritier peut inviter par écrit le conjoint à exercer son option. Faute d'avoir pris parti par écrit dans les trois mois, le conjoint est réputé avoir opté pour l'usufruit. Article 758-4 Le conjoint est réputé avoir opté pour l'usufruit s'il décède sans avoir pris parti. Article 758-5 Le calcul du droit en toute propriété du conjoint prévu aux articles 757 et 757-1 sera opéré sur une masse faite de tous les biens existant au décès de son époux auxquels seront réunis fictivement ceux dont il aurait disposé, soit par acte entre vifs, soit par acte testamentaire, au profit de successibles, sans dispense de rapport. Le conjoint ne pourra exercer son droit que sur les biens dont le prédécédé n'aura disposé ni par acte entre vifs, ni par acte testamentaire, et sans préjudicier aux droits de réserve ni aux droits de retour. Article 758-6 Les libéralités reçues du défunt par le conjoint survivant s'imputent sur les droits de celui-ci dans la succession. Lorsque les libéralités ainsi reçues sont inférieures aux droits définis aux articles 757 et 757-1, le conjoint survivant peut en réclamer le complément, sans jamais recevoir une portion des biens supérieure à la quotité définie à l'article 1094-1. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Paragraphe 2 : De la conversion de l'usufruit Article 759 Tout usufruit appartenant au conjoint sur les biens du prédécédé, qu'il résulte de la loi, d'un testament ou d'une donation de biens à venir, donne ouverture à une faculté de conversion en rente viagère, à la demande de l'un des héritiers nus-propriétaires ou du conjoint successible","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Dans le cas où le conjoint survivant recueille la totalité ou les trois quarts des biens, à qui bénéficie une créance d'aliments contre la succession du défunt, et quelles sont les conditions pour en bénéficier ?**"
19,"1467 La communauté dissoute, chacun des époux reprend ceux des biens qui n'étaient point entrés en communauté, s'ils existent en nature, ou les biens qui y ont été subrogés. Il y a lieu ensuite à la liquidation de la masse commune, active et passive. Article 1468 Il est établi, au nom de chaque époux, un compte des récompenses que la communauté lui doit et des récompenses qu'il doit à la communauté, d'après les règles prescrites aux sections précédentes. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 1469 La récompense est, en général, égale à la plus faible des deux sommes que représentent la dépense faite et le profit subsistant. Elle ne peut, toutefois, être moindre que la dépense faite quand celle-ci était nécessaire. Elle ne peut être moindre que le profit subsistant, quand la valeur empruntée a servi à acquérir, à conserver ou à améliorer un bien qui se retrouve, au jour de la liquidation de la communauté, dans le patrimoine emprunteur. Si le bien acquis, conservé ou amélioré a été aliéné avant la liquidation, le profit est évalué au jour de l'aliénation ; si un nouveau bien a été subrogé au bien aliéné, le profit est évalué sur ce nouveau bien. Article 1470 Si, balance faite, le compte présente un solde en faveur de la communauté, l'époux en rapporte le montant à la masse commune. S'il présente un solde en faveur de l'époux, celui-ci a le choix ou d'en exiger le paiement ou de prélever des biens communs jusqu'à due concurrence. Article 1471 Les prélèvements s'exercent d'abord sur l'argent comptant, ensuite sur les meubles, et subsidiairement sur les immeubles de la communauté. L'époux qui opère le prélèvement a le droit de choisir les meubles et les immeubles qu'il prélèvera. Il ne saurait cependant préjudicier par son choix aux droits que peut avoir son conjoint de demander le maintien de l'indivision ou l'attribution préférentielle de certains biens. Si les époux veulent prélever le même bien, il est procédé par voie de tirage au sort. Article 1472 En cas d'insuffisance de la communauté, les prélèvements de chaque époux sont proportionnels au montant des récompenses qui lui sont dues. Toutefois, si l'insuffisance de la communauté est imputable à la faute de l'un des époux, l'autre conjoint peut exercer ses prélèvements avant lui sur l'ensemble des biens communs ; il peut les exercer subsidiairement sur les biens propres de l'époux responsable. Article 1473 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Les récompenses dues par la communauté ou à la communauté portent intérêts de plein droit du jour de la dissolution. Toutefois, lorsque la récompense est égale au profit subsistant, les intérêts courent du jour de la liquidation. Article 1474 Les prélèvements en biens communs constituent une opération de partage. Ils ne confèrent à l'époux qui les exerce aucun droit d'être préféré aux créanciers de la communauté, sauf la préférence résultant, s'il y a lieu, de","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quelle est la règle générale pour évaluer une récompense, selon l'article 1469 ?**"
20,"Sans préjudice du 7° de l'article L. 111-3 du code des procédures civiles d'exécution, les parties qui, au terme de la convention de procédure participative, parviennent à un accord réglant en tout ou partie leur différend peuvent soumettre cet accord à l'homologation du juge. Lorsque, faute de parvenir à un accord au terme de la convention conclue avant la saisine d'un juge, les parties soumettent leur litige au juge, elles sont dispensées de la conciliation ou de la médiation préalable le cas échéant prévue. Le deuxième alinéa n'est pas applicable aux litiges en matière prud'homale. Article 2067 Une convention de procédure participative peut être conclue par des époux en vue de rechercher une solution consensuelle en matière de divorce ou de séparation de corps. L'article 2066 n'est pas applicable en la matière. La demande en divorce ou en séparation de corps présentée à la suite d'une convention de procédure participative est formée et jugée suivant les règles prévues au titre VI du livre Ier relatif au divorce. Article 2068 La procédure participative est régie par le code de procédure civile. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Livre III : Des différentes manières dont on acquiert la propriété Titre XX : De la prescription extinctive Chapitre Ier : Dispositions générales. Article 2219 La prescription extinctive est un mode d'extinction d'un droit résultant de l'inaction de son titulaire pendant un certain laps de temps. Article 2220 Les délais de forclusion ne sont pas, sauf dispositions contraires prévues par la loi, régis par le présent titre. Article 2221 La prescription extinctive est soumise à la loi régissant le droit qu'elle affecte. Article 2222 La loi qui allonge la durée d'une prescription ou d'un délai de forclusion est sans effet sur une prescription ou une forclusion acquise. Elle s'applique lorsque le délai de prescription ou le délai de forclusion n'était pas expiré à la date de son entrée en vigueur. Il est alors tenu compte du délai déjà écoulé. En cas de réduction de la durée du délai de prescription ou du délai de forclusion, ce nouveau délai court à compter du jour de l'entrée en vigueur de la loi nouvelle, sans que la durée totale puisse excéder la durée prévue par la loi antérieure. Article 2223 Les dispositions du présent titre ne font pas obstacle à l'application des règles spéciales prévues par d'autres lois. Chapitre II : Des délais et du point de départ de la prescription extinctive. Section 1 : Du délai de droit commun et de son point de départ. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 2224 Les actions personnelles ou mobilières se prescrivent par cinq ans à compter du jour où le titulaire d'un droit a connu ou aurait dû connaître les faits lui permettant de l'exercer. Section 2 : De quelques délais et points de départ particuliers. Article 2225 L'action en responsabilité dirigée contre les personnes ayant représenté","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Selon l'article 2224 du Code civil, par combien d'années les actions personnelles ou mobilières se prescrivent-elles à compter du jour où le titulaire d'un droit a connu ou aurait dû connaître les faits lui permettant de l'exercer ?**"
21,"dans la limite des pouvoirs qui lui ont été conférés. Article 1154 Lorsque le représentant agit dans la limite de ses pouvoirs au nom et pour le compte du représenté, celui-ci est seul tenu de l'engagement ainsi contracté. Lorsque le représentant déclare agir pour le compte d'autrui mais contracte en son propre nom, il est seul engagé à l'égard du cocontractant. Article 1155 Lorsque le pouvoir du représentant est défini en termes généraux, il ne couvre que les actes conservatoires et d'administration. Lorsque le pouvoir est spécialement déterminé, le représentant ne peut accomplir que les actes pour lesquels il est habilité et ceux qui en sont l'accessoire. Article 1156 L'acte accompli par un représentant sans pouvoir ou au-delà de ses pouvoirs est inopposable au représenté, sauf si le tiers contractant a légitimement cru en la réalité des pouvoirs du représentant, notamment en raison du comportement ou des déclarations du représenté. Lorsqu'il ignorait que l'acte était accompli par un représentant sans pouvoir ou au-delà de ses pouvoirs, le tiers contractant peut en invoquer la nullité. L'inopposabilité comme la nullité de l'acte ne peuvent plus être invoquées dès lors que le représenté l'a ratifié. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 1157 Lorsque le représentant détourne ses pouvoirs au détriment du représenté, ce dernier peut invoquer la nullité de l'acte accompli si le tiers avait connaissance du détournement ou ne pouvait l'ignorer. Article 1158 Le tiers qui doute de l'étendue du pouvoir du représentant conventionnel à l'occasion d'un acte qu'il s'apprête à conclure, peut demander par écrit au représenté de lui confirmer, dans un délai qu'il fixe et qui doit être raisonnable, que le représentant est habilité à conclure cet acte. L'écrit mentionne qu'à défaut de réponse dans ce délai, le représentant est réputé habilité à conclure cet acte. Article 1159 L'établissement d'une représentation légale ou judiciaire dessaisit pendant sa durée le représenté des pouvoirs transférés au représentant. La représentation conventionnelle laisse au représenté l'exercice de ses droits. Article 1160 Les pouvoirs du représentant cessent s'il est atteint d'une incapacité ou frappé d'une interdiction. Article 1161 En matière de représentation des personnes physiques, un représentant ne peut agir pour le compte de plusieurs parties au contrat en opposition d'intérêts ni contracter pour son propre compte avec le représenté. En ces cas, l'acte accompli est nul à moins que la loi ne l'autorise ou que le représenté ne l'ait autorisé ou ratifié. Sous-section 3 : Le contenu du contrat Article 1162 Le contrat ne peut déroger à l'ordre public ni par ses stipulations, ni par son but, que ce dernier ait été connu ou non par toutes les parties. Article 1163 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 L'obligation a pour objet une prestation présente ou future. Celle-ci doit être possible et déterminée ou déterminable. La prestation est déterminable lorsqu'elle peut être déduite du contrat ou par référence aux usages ou aux relations antérieures","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Que se passe-t-il si le pouvoir du représentant est défini en termes généraux ?**"
